inchiKey,smiles,MolView_url,homo,lumo,verticalExcitationEnergy,redoxPotentialS0,redoxPotentialS1,redoxPotentialT1,dipoleMomentS0,dipoleMomentS1,dipoleMomentT1,zero0s1,zero0t1,ionizationPotential,source_directory
YAIMSTKONOBBBH-OCEACIFDSA-N,FC(Oc1cnc(s1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(s1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1cnc(s1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(s1)OC(F)(F)F)(F)F,-6.09,-3.3,2.76,,,,3.82,3.82,3.59,2.06,0.75,6.97,/scratch/adrion.d/workflow/furan_trans
YBPMXCYXGLRPPI-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=C(S1(=O)=O)O)C1=CC=C(S1(=O)=O)O,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=C(S1(=O)=O)O)C1=CC=C(S1(=O)=O)O,-6.73,-3.31,1.56,1.82,-0.61,0.42,13.36,13.36,13.44,2.43,1.4,7.73,/scratch/adrion.d/workflow/anthracene
YBXVIOSGZHURCJ-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ccc([nH]1)S)C#N)c1ccc([nH]1)S,http://molview.org/?q=N#Cc1c(cc(cc1c1ccc([nH]1)S)C#N)c1ccc([nH]1)S,-5.68,-2.72,2.94,-1.3,,,5.05,5.05,9.76,,,7.14,/scratch/adrion.d/workflow/dicyanobenzene_2_5
YDJAGHQEEIVKPW-ISLYRVAYSA-N,Oc1ccc(s1)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(s1)O,http://molview.org/?q=Oc1ccc(s1)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(s1)O,-5.4,-2.89,2.95,0.49,,-0.18,1.91,1.91,1.95,,0.67,6.04,/scratch/abreha.b/photoswitch_flows/thiophene_trans
YDJAGHQEEIVKPW-ZCXUNETKSA-N,Oc1ccc(s1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(s1)O,http://molview.org/?q=Oc1ccc(s1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(s1)O,-5.45,-2.89,2.43,0.32,,0.36,7.64,7.64,2.01,,-0.04,6.05,/scratch/mileson.b/thiophene_cis
YDMXLEOUUGAJRP-HUWOUMPJSA-N,[O-][N+](=O)/N=C\c1ccc(s1)/N=N\c1ccc(s1)/C=N\[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)/N=C\c1ccc(s1)/N=N\c1ccc(s1)/C=N\[N+](=O)[O-],-6.94,-3.83,2.36,1.85,,1.59,9.97,9.97,9.03,,0.26,8.06,/scratch/mileson.b/thiophene_cis
YDMXLEOUUGAJRP-NSFMOVNFSA-N,[O-][N+](=O)/N=C\c1ccc(s1)/N=N/c1ccc(s1)/C=N\[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)/N=C\c1ccc(s1)/N=N/c1ccc(s1)/C=N\[N+](=O)[O-],-7.03,-3.88,3.02,2.06,,,0.01,0.01,2.54,,,8.21,/scratch/abreha.b/photoswitch_flows/thiophene_trans
YEOWZRYRGMLDHH-FMQUCBEESA-N,COc1cnc(o1)c1ccc(s1)/N=N/c1ccc(s1)c1ncc(o1)OC,http://molview.org/?q=COc1cnc(o1)c1ccc(s1)/N=N/c1ccc(s1)c1ncc(o1)OC,-5.71,-3.12,2.75,0.82,,,0.0,0.0,0.0,,,6.33,/scratch/abreha.b/photoswitch_flows/thiophene_trans
YEWVDGDKQBCJCU-MZAUSLISSA-N,S/N=C\c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=N\S,http://molview.org/?q=S/N=C\c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=N\S,-6.73,-3.22,2.48,1.92,,,1.16,1.16,4.71,,,7.83,/scratch/adrion.d/workflow/anthracene
YFBHWMHWOVFIMH-UHFFFAOYSA-N,Sc1cc2c3cc(S)c4c5c3c(c3c2c2c1cccc2c(c3)S)cc(c5ccc4)S,http://molview.org/?q=Sc1cc2c3cc(S)c4c5c3c(c3c2c2c1cccc2c(c3)S)cc(c5ccc4)S,-5.39,-2.51,2.88,0.58,,,1.76,1.76,2.32,,,6.26,/scratch/abreha.b/dibenzoperylenes
YFNCKTCFCGZXRT-UHFFFAOYSA-N,Cc1cnc(s1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(s1)C,http://molview.org/?q=Cc1cnc(s1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(s1)C,-5.45,-2.6,1.51,,,,2.76,2.76,1.96,2.15,1.17,,/scratch/abreha.b/dibenzoperylenes_2sub
YFXOZWBVNXKPLD-UHFFFAOYSA-N,c1ccc([nH]1)[C@@H]1N=N1,http://molview.org/?q=c1ccc([nH]1)[C@@H]1N=N1,-6.17,-2.13,3.2,1.27,-1.24,-0.69,0.85,0.85,8.64,2.51,1.96,7.77,/scratch/abreha.b/diazirines
YGFADCFQUXALFA-UHFFFAOYSA-N,FC(Oc1ccc(o1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(o1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1ccc(o1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(o1)OC(F)(F)F)(F)F,-6.6,-3.18,2.21,1.64,,,4.72,4.72,8.08,,,7.47,/scratch/adrion.d/workflow/anthracene
YGSOAHYBMOOYFP-ISLYRVAYSA-N,[O-][N+](=O)c1csc(n1)c1ccc(o1)/N=N/c1ccc(o1)c1scc(n1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1csc(n1)c1ccc(o1)/N=N/c1ccc(o1)c1scc(n1)[N+](=O)[O-],-6.31,-3.44,2.85,1.36,-0.77,0.57,0.66,0.66,0.87,2.13,0.79,7.43,/scratch/adrion.d/workflow/furan_trans
YHMJOMCVSOIKEK-UHFFFAOYSA-N,Sc1cnc(s1)[C@]1(S)N=N1,http://molview.org/?q=Sc1cnc(s1)[C@]1(S)N=N1,-6.96,-2.57,3.6,1.71,-0.97,-0.4,3.21,3.21,9.55,2.68,2.11,8.1,/scratch/abreha.b/diazirines
YIACYVPXHITQHF-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc([nH]1)C)c1ccc([nH]1)C,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc([nH]1)C)c1ccc([nH]1)C,-5.84,-3.02,1.88,1.05,-0.85,,6.63,6.63,11.59,1.9,,6.76,/scratch/adrion.d/workflow/anthracene
YIJONLONYQMHSA-UHFFFAOYSA-N,Cn1cccc1[C@@H]1N=N1,http://molview.org/?q=Cn1cccc1[C@@H]1N=N1,-6.14,-2.01,3.65,1.2,,,4.85,4.85,10.94,,,7.56,/scratch/abreha.b/diazirines
YIKZGUMSMXDYAY-SFECMWDFSA-N,Cl/C=C\c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=C\Cl,http://molview.org/?q=Cl/C=C\c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=C\Cl,-6.93,-3.23,2.57,2.08,-0.78,,0.9,0.9,9.37,2.86,,8.04,/scratch/adrion.d/workflow/anthracene
YJGWJMCDBBCECK-WCWDXBQESA-N,Fc1csc(n1)c1ccc(cc1)/N=N/c1ccc(cc1)c1scc(n1)F,http://molview.org/?q=Fc1csc(n1)c1ccc(cc1)/N=N/c1ccc(cc1)c1scc(n1)F,-6.46,-3.06,2.7,1.65,,0.6,0.0,0.0,1.36,,1.05,7.36,/scratch/adrion.d/workflow/benzene_trans
YJJCIEWXKKGOBE-WCWDXBQESA-N,Fc1cnc(o1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ncc(o1)F,http://molview.org/?q=Fc1cnc(o1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ncc(o1)F,-6.47,-2.97,2.69,1.58,,0.12,0.0,0.0,0.0,,1.46,7.35,/scratch/adrion.d/workflow/benzene_trans
YJSRAZHTCVWBTN-UHFFFAOYSA-N,ClC#Cc1ccc2c(c1)c1cc3c4ccc(cc4c4n3[B@@-]3(n1c2cc1-c2cc(C#CCl)ccc2-c([n+]31)c4)Cl)C#CCl,http://molview.org/?q=ClC#Cc1ccc2c(c1)c1cc3c4ccc(cc4c4n3[B@@-]3(n1c2cc1-c2cc(C#CCl)ccc2-c([n+]31)c4)Cl)C#CCl,-5.69,-2.52,2.46,0.84,,0.73,6.29,6.29,6.58,,0.11,0.04,/scratch/abreha.b/descriptor_project/subpc
YJXPEWNQQZOSIX-UHFFFAOYSA-N,Clc1ccc(o1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(o1)Cl,http://molview.org/?q=Clc1ccc(o1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(o1)Cl,-5.36,-2.55,1.47,,,,2.3,2.3,2.24,2.14,1.15,,/scratch/abreha.b/dibenzoperylenes_2sub
YKAWGSCWUZEUFM-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(n1C)Cl)c1ccc(n1C)Cl,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(n1C)Cl)c1ccc(n1C)Cl,-6.12,-3.1,2.11,1.42,-0.89,-0.24,1.09,1.09,19.88,2.31,1.66,7.03,/scratch/adrion.d/workflow/anthracene
YKOQPONUQQUCRK-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1occ(n1)C#N)C#N)c1occ(n1)C#N,http://molview.org/?q=N#Cc1c(cc(cc1c1occ(n1)C#N)C#N)c1occ(n1)C#N,-7.4,-3.34,3.67,-0.53,,,5.15,5.15,4.31,,,9.13,/scratch/adrion.d/workflow/dicyanobenzene_2_5
YKXOZRNVEVFZRM-ISLYRVAYSA-N,c1csc(c1)c1ccc(s1)/N=N/c1ccc(s1)c1cccs1,http://molview.org/?q=c1csc(c1)c1ccc(s1)/N=N/c1ccc(s1)c1cccs1,-5.7,-3.02,3.09,0.77,,0.04,0.12,0.12,0.02,,0.73,6.4,/scratch/abreha.b/photoswitch_flows/thiophene_trans
YKXOZRNVEVFZRM-ZCXUNETKSA-N,c1csc(c1)c1ccc(s1)/N=N\c1ccc(s1)c1cccs1,http://molview.org/?q=c1csc(c1)c1ccc(s1)/N=N\c1ccc(s1)c1cccs1,-5.72,-2.98,2.42,0.64,,0.5,6.0,6.0,5.19,,0.14,6.36,/scratch/mileson.b/thiophene_cis
YLBLEMUHRXYQQS-FMQUCBEESA-N,ClC#Cc1ccc(cc1)/N=N/c1ccc(cc1)C#CCl,http://molview.org/?q=ClC#Cc1ccc(cc1)/N=N/c1ccc(cc1)C#CCl,-6.56,-2.88,2.73,1.74,,0.66,0.0,0.0,2.2,,1.08,7.43,/scratch/adrion.d/workflow/benzene_trans
YLZWOXYCRGOLBY-UHFFFAOYSA-N,Cn1c(F)ccc1c1cc2c3cc(c4ccc(n4C)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(n1C)F)cc(c5ccc4)c1ccc(n1C)F,http://molview.org/?q=Cn1c(F)ccc1c1cc2c3cc(c4ccc(n4C)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(n1C)F)cc(c5ccc4)c1ccc(n1C)F,-5.44,-2.39,2.85,-4.27,-6.2,-5.39,0.63,,2.89,1.93,1.12,0.1,/scratch/abreha.b/dibenzoperylenes
YMSLFDYDPCEIJA-UHFFFAOYSA-N,Fc1cnc(nc1)c1cc2c3cc(c4ncc(cn4)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(cn1)F)cc(c5ccc4)c1ncc(cn1)F,http://molview.org/?q=Fc1cnc(nc1)c1cc2c3cc(c4ncc(cn4)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(cn1)F)cc(c5ccc4)c1ncc(cn1)F,-5.58,-2.74,2.95,0.76,-1.23,-0.39,0.13,0.13,0.08,1.99,1.15,6.16,/scratch/abreha.b/dibenzoperylenes
YNFSQDSLRDGBJY-UHFFFAOYSA-N,COc1cnc(nc1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ncc(cn1)OC,http://molview.org/?q=COc1cnc(nc1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ncc(cn1)OC,-6.87,-3.16,2.58,2.07,-0.87,,4.84,4.84,8.71,2.94,,7.66,/scratch/adrion.d/workflow/anthracene
YNFXXMKLTIRKJU-VHXPQNKSSA-N,N#Cc1ccc(n1C)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(n1C)C#N,http://molview.org/?q=N#Cc1ccc(n1C)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(n1C)C#N,-6.06,-2.94,2.6,0.88,,0.66,7.72,7.72,4.32,,0.22,6.73,/scratch/mileson.b/thiophene_cis
YNFXXMKLTIRKJU-WCWDXBQESA-N,N#Cc1ccc(n1C)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(n1C)C#N,http://molview.org/?q=N#Cc1ccc(n1C)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(n1C)C#N,-5.91,-3.1,3.08,0.97,,0.13,0.0,0.0,0.0,,0.84,6.76,/scratch/abreha.b/photoswitch_flows/thiophene_trans
YNZXZWNGKFZVFG-ISLYRVAYSA-N,c1coc(c1)c1ccc(s1)/N=N/c1ccc(s1)c1ccco1,http://molview.org/?q=c1coc(c1)c1ccc(s1)/N=N/c1ccc(s1)c1ccco1,-5.65,-2.98,2.76,0.74,,0.01,1.39,1.39,2.02,,0.73,6.39,/scratch/abreha.b/photoswitch_flows/thiophene_trans
YNZXZWNGKFZVFG-ZCXUNETKSA-N,c1coc(c1)c1ccc(s1)/N=N\c1ccc(s1)c1ccco1,http://molview.org/?q=c1coc(c1)c1ccc(s1)/N=N\c1ccc(s1)c1ccco1,-5.66,-2.95,2.36,0.63,,,7.21,7.21,6.34,,,6.33,/scratch/mileson.b/thiophene_cis
YOECZXJIBOAOTM-FOCLMDBBSA-N,ClC#Cc1ccc(o1)/N=N/c1ccc(o1)C#CCl,http://molview.org/?q=ClC#Cc1ccc(o1)/N=N/c1ccc(o1)C#CCl,-6.08,-3.08,2.97,,,,2.65,2.65,2.22,2.29,0.82,,/scratch/adrion.d/workflow/furan_trans
YOECZXJIBOAOTM-NXVVXOECSA-N,ClC#Cc1ccc(o1)/N=N\c1ccc(o1)C#CCl,http://molview.org/?q=ClC#Cc1ccc(o1)/N=N\c1ccc(o1)C#CCl,-5.99,-3.08,2.59,0.97,,0.76,4.8,4.8,3.89,,0.21,0.0,/scratch/adrion.d/workflow/furan_cis
YOQGRWZWSLUZTC-UHFFFAOYSA-N,FC(Oc1c[nH]c(c1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1[nH]cc(c1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1c[nH]c(c1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1[nH]cc(c1)OC(F)(F)F)(F)F,-5.36,-2.46,1.49,0.54,,-0.66,8.97,8.97,8.35,,1.2,6.26,/scratch/abreha.b/dibenzoperylenes_2sub
YPJLYZZQAYFVAI-UHFFFAOYSA-N,Sc1ccc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(cn1)S,http://molview.org/?q=Sc1ccc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(cn1)S,-5.42,-2.48,1.51,,,,1.89,1.89,1.88,2.26,1.23,,/scratch/abreha.b/dibenzoperylenes_2sub
YPXHLVIGWXGSIO-UHFFFAOYSA-N,FC(Oc1ccc(cc1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(cc1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1ccc(cc1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(cc1)OC(F)(F)F)(F)F,-7.11,-3.16,2.67,2.18,,,2.97,2.97,1.23,,,8.11,/scratch/adrion.d/workflow/anthracene
YQIKJLLDZVYCCL-UHFFFAOYSA-N,FC(c1csc(n1)[C@@]1(N=N1)C(F)(F)F)(F)F,http://molview.org/?q=FC(c1csc(n1)[C@@]1(N=N1)C(F)(F)F)(F)F,-7.85,-2.86,3.96,2.86,-0.53,0.09,4.51,4.51,9.1,3.39,2.77,9.45,/scratch/abreha.b/diazirines
YRBYTWPNNWAEPE-DQRAZIAOSA-N,Fc1coc(n1)c1ccc([nH]1)/N=N\c1ccc([nH]1)c1occ(n1)F,http://molview.org/?q=Fc1coc(n1)c1ccc([nH]1)/N=N\c1ccc([nH]1)c1occ(n1)F,-5.91,-2.88,2.85,0.3,-1.27,,5.96,5.96,,1.57,,6.08,/scratch/abreha.b/photoswitch_flows/pyrrole_cis
YRJCQEJHVSORCM-QURGRASLSA-N,Oc1coc(n1)c1ccc(cc1)/N=N/c1ccc(cc1)c1occ(n1)O,http://molview.org/?q=Oc1coc(n1)c1ccc(cc1)/N=N/c1ccc(cc1)c1occ(n1)O,-6.27,-2.98,2.69,1.41,,0.0,0.27,0.27,0.3,,1.41,7.09,/scratch/adrion.d/workflow/benzene_trans
YSBWCFBBMLISQO-OCEACIFDSA-N,N#Cc1ccc(cc1)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(cc1)C#N,http://molview.org/?q=N#Cc1ccc(cc1)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(cc1)C#N,-6.14,-3.22,2.99,1.19,,0.37,7.33,7.33,7.35,,0.82,7.12,/scratch/abreha.b/photoswitch_flows/thiophene_trans
YSBWCFBBMLISQO-QPLCGJKRSA-N,N#Cc1ccc(cc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cc1)C#N,http://molview.org/?q=N#Cc1ccc(cc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cc1)C#N,-6.11,-3.14,2.47,1.04,,,1.12,1.12,0.76,,,7.04,/scratch/mileson.b/thiophene_cis
YSPNHIGDZKPKML-UHFFFAOYSA-N,N#C/N=C/[C@]1(C#N)N=N1,http://molview.org/?q=N#C/N=C/[C@]1(C#N)N=N1,-8.77,-3.23,3.81,3.79,,,2.96,2.96,0.53,,,10.57,/scratch/abreha.b/diazirines
YSQSAYOCEAZPMB-QPLCGJKRSA-N,N#Cc1cnc(nc1)c1ccc(o1)/N=N\c1ccc(o1)c1ncc(cn1)C#N,http://molview.org/?q=N#Cc1cnc(nc1)c1ccc(o1)/N=N\c1ccc(o1)c1ncc(cn1)C#N,-6.56,-3.51,2.49,,,,6.31,6.31,8.37,,0.25,-0.0,/scratch/adrion.d/workflow/furan_cis
YSWTWWVHTOBCMH-FMQUCBEESA-N,ClC1=CC=C(S1(=O)=O)c1ccc(s1)/N=N/c1ccc(s1)C1=CC=C(S1(=O)=O)Cl,http://molview.org/?q=ClC1=CC=C(S1(=O)=O)c1ccc(s1)/N=N/c1ccc(s1)C1=CC=C(S1(=O)=O)Cl,-6.23,-3.71,2.83,1.28,,0.79,0.0,0.0,0.0,,0.49,7.08,/scratch/abreha.b/photoswitch_flows/thiophene_trans
YTJOEMMGJZVPEF-OCEACIFDSA-N,FC(c1ccc(s1)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(s1)C(F)(F)F)(F)F,http://molview.org/?q=FC(c1ccc(s1)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(s1)C(F)(F)F)(F)F,-6.01,-3.23,3.11,1.11,,0.37,4.68,4.68,4.94,,0.74,6.87,/scratch/abreha.b/photoswitch_flows/thiophene_trans
YTJOEMMGJZVPEF-QPLCGJKRSA-N,FC(c1ccc(s1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(s1)C(F)(F)F)(F)F,http://molview.org/?q=FC(c1ccc(s1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(s1)C(F)(F)F)(F)F,-6.17,-3.07,2.59,1.07,,0.81,1.65,1.65,0.09,,0.26,6.88,/scratch/mileson.b/thiophene_cis
YTLNUZSNEHTRQT-UHFFFAOYSA-N,O=Cn1cccc1[C@@H]1N=N1,http://molview.org/?q=O=Cn1cccc1[C@@H]1N=N1,-6.61,-2.1,3.28,1.65,-1.23,-0.6,4.55,4.55,10.98,2.88,2.25,8.12,/scratch/abreha.b/diazirines
YUKGDBAWLBIMPM-DZSKJMEMSA-N,FC(/N=C\c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)/C=N/C(F)(F)F)/C=N/C(F)(F)F)(F)F,http://molview.org/?q=FC(/N=C\c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)/C=N/C(F)(F)F)/C=N/C(F)(F)F)(F)F,-5.94,-2.96,2.44,1.07,,-0.49,5.6,5.6,9.43,,1.56,7.1,/scratch/abreha.b/descriptor_project/subpc
YUXUXWXAFGFVKS-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1scc(n1)O)c1scc(n1)O,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1scc(n1)O)c1scc(n1)O,-6.5,-3.29,2.39,1.51,-1.0,,2.23,2.23,3.82,2.51,,7.48,/scratch/adrion.d/workflow/anthracene
YVLNFCALCWJGJS-DQRAZIAOSA-N,N#Cc1cnc(o1)c1ccc(o1)/N=N\c1ccc(o1)c1ncc(o1)C#N,http://molview.org/?q=N#Cc1cnc(o1)c1ccc(o1)/N=N\c1ccc(o1)c1ncc(o1)C#N,-6.34,-3.51,2.41,1.21,,0.99,2.05,2.05,1.44,,0.22,0.03,/scratch/adrion.d/workflow/furan_cis
YVOZBSSIPJBLJM-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(o1)[N+](=O)[O-])c1ccc(o1)[N+](=O)[O-],http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(o1)[N+](=O)[O-])c1ccc(o1)[N+](=O)[O-],-7.13,-3.57,2.15,2.44,-0.35,0.22,6.32,6.32,9.15,2.79,2.22,8.33,/scratch/adrion.d/workflow/anthracene
YVSVUXBGVMGZOK-QURGRASLSA-N,Cc1cc([nH]c1)c1ccc(o1)/N=N/c1ccc(o1)c1[nH]cc(c1)C,http://molview.org/?q=Cc1cc([nH]c1)c1ccc(o1)/N=N/c1ccc(o1)c1[nH]cc(c1)C,-5.21,-2.62,2.6,0.31,-1.62,-0.43,0.0,0.0,0.0,1.93,0.74,5.93,/scratch/adrion.d/workflow/furan_trans
YWABZRVUFYXPEZ-UHFFFAOYSA-N,N#Cc1c[nH]c(c1)c1cc2c3cc(c4[nH]cc(c4)C#N)c4c5c3c(c3c2c2c1cccc2c(c3)c1[nH]cc(c1)C#N)cc(c5ccc4)c1[nH]cc(c1)C#N,http://molview.org/?q=N#Cc1c[nH]c(c1)c1cc2c3cc(c4[nH]cc(c4)C#N)c4c5c3c(c3c2c2c1cccc2c(c3)c1[nH]cc(c1)C#N)cc(c5ccc4)c1[nH]cc(c1)C#N,-5.51,-2.66,2.89,0.68,-1.32,,17.09,17.09,15.82,2.0,,0.09,/scratch/abreha.b/dibenzoperylenes
YWLRUHNUFSJURY-BUHFOSPRSA-N,[O-][N+](=O)c1nnc(nn1)c1ccc(s1)/N=N/c1ccc(s1)c1nnc(nn1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1nnc(nn1)c1ccc(s1)/N=N/c1ccc(s1)c1nnc(nn1)[N+](=O)[O-],-6.97,-4.24,2.47,2.04,,1.19,0.12,0.12,0.76,,0.85,8.18,/scratch/abreha.b/photoswitch_flows/thiophene_trans
YWLRUHNUFSJURY-YPKPFQOOSA-N,[O-][N+](=O)c1nnc(nn1)c1ccc(s1)/N=N\c1ccc(s1)c1nnc(nn1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1nnc(nn1)c1ccc(s1)/N=N\c1ccc(s1)c1nnc(nn1)[N+](=O)[O-],-6.84,-4.1,2.21,1.75,,1.55,2.89,2.89,1.34,,0.2,8.01,/scratch/mileson.b/thiophene_cis
YWQIMCROBNPOEV-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(cn1)OC(F)(F)F)c1ccc(cn1)OC(F)(F)F,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(cn1)OC(F)(F)F)c1ccc(cn1)OC(F)(F)F,-7.27,-3.23,2.71,2.24,,1.97,3.21,3.21,3.04,,0.27,8.23,/scratch/adrion.d/workflow/anthracene
YXXPKOIHKNEONS-UHFFFAOYSA-N,N#Cc1csc(n1)[C@]1(C#N)N=N1,http://molview.org/?q=N#Cc1csc(n1)[C@]1(C#N)N=N1,-7.81,-2.99,3.48,2.86,-0.44,0.14,4.21,4.21,8.8,3.3,2.72,9.54,/scratch/abreha.b/diazirines
YYOKSVUPZSHXEG-UHFFFAOYSA-N,FC(OC#C[C@@]1(N=N1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(OC#C[C@@]1(N=N1)OC(F)(F)F)(F)F,-8.2,-2.82,3.43,,,,1.8,1.8,5.17,3.4,2.6,9.46,/scratch/abreha.b/diazirines
YZLFRTJVBQHTHY-UHFFFAOYSA-N,Oc1ccc(o1)[C@]1(O)N=N1,http://molview.org/?q=Oc1ccc(o1)[C@]1(O)N=N1,-6.2,-2.26,2.99,1.28,-1.18,-0.5,3.0,3.0,6.8,2.46,1.78,7.69,/scratch/abreha.b/diazirines
ZAFUHUJOUOBOMX-VHXPQNKSSA-N,Fc1ccc(cc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cc1)F,http://molview.org/?q=Fc1ccc(cc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cc1)F,-5.9,-2.92,2.46,0.72,,0.62,5.35,5.35,3.94,,0.1,6.59,/scratch/mileson.b/thiophene_cis
ZAFUHUJOUOBOMX-WCWDXBQESA-N,Fc1ccc(cc1)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(cc1)F,http://molview.org/?q=Fc1ccc(cc1)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(cc1)F,-5.91,-2.95,3.05,0.92,,,2.6,2.6,2.81,,,6.66,/scratch/abreha.b/photoswitch_flows/thiophene_trans
ZAKRFRDSUVZKFH-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ncc(cn1)OC)C#N)c1ncc(cn1)OC,http://molview.org/?q=N#Cc1c(cc(cc1c1ncc(cn1)OC)C#N)c1ncc(cn1)OC,-6.84,-2.84,3.76,-1.11,,,6.93,6.93,9.16,,,8.04,/scratch/adrion.d/workflow/dicyanobenzene_2_5
ZBCUWYGPFYFBOD-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1occ(n1)C(F)(F)F)C#N)c1occ(n1)C(F)(F)F,http://molview.org/?q=N#Cc1c(cc(cc1c1occ(n1)C(F)(F)F)C#N)c1occ(n1)C(F)(F)F,-7.36,-3.28,3.67,-0.59,,-3.37,3.43,3.43,3.0,,2.78,9.04,/scratch/adrion.d/workflow/dicyanobenzene_2_5
