inchiKey,smiles,MolView_url,homo,lumo,verticalExcitationEnergy,redoxPotentialS0,redoxPotentialS1,redoxPotentialT1,dipoleMomentS0,dipoleMomentS1,dipoleMomentT1,zero0s1,zero0t1,ionizationPotential,source_directory
GJMDKDVQARDKJP-NORIJPHCSA-N,Cl/N=C\c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=N/Cl,http://molview.org/?q=Cl/N=C\c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=N/Cl,-7.69,-3.41,2.73,,,,7.32,7.32,6.19,3.08,2.7,8.84,/scratch/adrion.d/workflow/anthracene
GKAKLFOOVWEYCU-UHFFFAOYSA-N,FC(c1cc2c3cc(c4c5c3c(c3c2c2c1cccc2c(c3)C(F)(F)F)cc(c5ccc4)C(F)(F)F)C(F)(F)F)(F)F,http://molview.org/?q=FC(c1cc2c3cc(c4c5c3c(c3c2c2c1cccc2c(c3)C(F)(F)F)cc(c5ccc4)C(F)(F)F)C(F)(F)F)(F)F,-6.18,-3.07,3.08,1.41,,,0.0,0.0,0.0,,,7.35,/scratch/abreha.b/dibenzoperylenes
GKFRQVGBQVWRIR-UHFFFAOYSA-N,SC1=CC=C(C1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(C1)S,http://molview.org/?q=SC1=CC=C(C1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(C1)S,-5.24,-2.41,1.53,0.36,,-0.71,2.61,2.61,2.29,,1.07,5.89,/scratch/abreha.b/dibenzoperylenes_2sub
GKOPULUCZJLFOP-UHFFFAOYSA-N,FC(c1ncc([nH]1)[C@@]1(N=N1)C(F)(F)F)(F)F,http://molview.org/?q=FC(c1ncc([nH]1)[C@@]1(N=N1)C(F)(F)F)(F)F,-7.47,-2.85,3.72,2.56,-0.46,0.13,3.12,3.12,4.8,3.02,2.43,9.14,/scratch/abreha.b/diazirines
GKRINRIVHQFAJG-ZCXUNETKSA-N,Fc1nnc(nn1)c1ccc([nH]1)/N=N\c1ccc([nH]1)c1nnc(nn1)F,http://molview.org/?q=Fc1nnc(nn1)c1ccc([nH]1)/N=N\c1ccc([nH]1)c1nnc(nn1)F,-6.27,-3.54,2.44,,,,2.42,2.42,3.29,1.98,0.31,7.26,/scratch/abreha.b/photoswitch_flows/pyrrole_cis
GKRLSQTZFJNMTJ-UHFFFAOYSA-N,Fc1ncc([nH]1)c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1cnc([nH]1)F)c1cnc([nH]1)F,http://molview.org/?q=Fc1ncc([nH]1)c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1cnc([nH]1)F)c1cnc([nH]1)F,-5.56,-2.44,2.46,0.73,,,6.03,6.03,7.1,,,6.46,/scratch/abreha.b/descriptor_project/subpc
GKVDXUXIAHWQIK-UHFFFAOYSA-N,N1=NC1,http://molview.org/?q=N1=NC1,-8.17,-1.97,3.69,3.38,-0.37,0.37,2.21,2.21,3.39,3.75,3.01,10.57,/scratch/abreha.b/diazirines
GLBUBHPKPUMVMX-UHFFFAOYSA-N,Clc1ccc(s1)c1cc2c3cc(c4ccc(s4)Cl)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(s1)Cl)cc(c5ccc4)c1ccc(s1)Cl,http://molview.org/?q=Clc1ccc(s1)c1cc2c3cc(c4ccc(s4)Cl)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(s1)Cl)cc(c5ccc4)c1ccc(s1)Cl,-5.44,-2.66,2.96,0.6,,-0.53,0.0,0.0,0.0,,1.13,6.18,/scratch/abreha.b/dibenzoperylenes
GLFOEKRLPHJKGP-IHXWQEJPSA-N,C/N=C/c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1/C=N/C,http://molview.org/?q=C/N=C/c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1/C=N/C,-5.52,-2.64,1.49,0.72,-1.51,-0.45,1.6,1.6,1.37,2.23,1.17,6.34,/scratch/abreha.b/dibenzoperylenes_2sub
GLUSHKNJCIRLDE-UHFFFAOYSA-N,COc1coc(n1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1occ(n1)OC,http://molview.org/?q=COc1coc(n1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1occ(n1)OC,-6.45,-3.29,2.03,1.8,-0.7,,0.67,0.67,5.22,2.5,,7.34,/scratch/adrion.d/workflow/anthracene
GLVZWPFDCJINMM-UHFFFAOYSA-N,FC(Oc1nnc(nn1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1nnc(nn1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1nnc(nn1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1nnc(nn1)OC(F)(F)F)(F)F,-7.62,-3.6,1.59,2.63,,,3.32,3.32,3.48,,,8.59,/scratch/adrion.d/workflow/anthracene
GMTCRTFSEOXKQA-UHFFFAOYSA-N,Fc1cnc(s1)[C@]1(F)N=N1,http://molview.org/?q=Fc1cnc(s1)[C@]1(F)N=N1,-7.36,-2.75,3.12,2.4,-0.61,0.01,2.42,2.42,8.81,3.01,2.39,9.0,/scratch/abreha.b/diazirines
GMUNELMZIPFMDG-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(o1)S)c1ccc(o1)S,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(o1)S)c1ccc(o1)S,-6.35,-3.16,1.91,1.19,,,1.22,1.22,7.9,,,7.0,/scratch/adrion.d/workflow/anthracene
GMYOHAMWFBJRCN-IAZLARGGSA-N,FC(/C=C/O/C=C\c1cc2c3cc(/C=C\O/C=C/C(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)/C=C\O/C=C/C(F)(F)F)cc(c5ccc4)/C=C\O/C=C/C(F)(F)F)(F)F,http://molview.org/?q=FC(/C=C/O/C=C\c1cc2c3cc(/C=C\O/C=C/C(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)/C=C\O/C=C/C(F)(F)F)cc(c5ccc4)/C=C\O/C=C/C(F)(F)F)(F)F,-5.35,-2.61,2.88,-4.32,,-4.5,4.39,4.39,3.9,,0.18,0.07,/scratch/abreha.b/dibenzoperylenes
GORDDDHBMHEVSP-WCWDXBQESA-N,Clc1cnc(s1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ncc(s1)Cl,http://molview.org/?q=Clc1cnc(s1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ncc(s1)Cl,-6.42,-3.02,2.7,1.59,,0.54,2.56,2.56,2.93,,1.05,7.23,/scratch/adrion.d/workflow/benzene_trans
GORPVCDQCLQTHL-YODPDAALSA-N,N=Cc1ccc(cc1)/N=N/c1ccc(cc1)C=N,http://molview.org/?q=N=Cc1ccc(cc1)/N=N/c1ccc(cc1)C=N,-6.93,-3.01,2.77,1.93,,0.51,4.72,4.72,4.91,,1.42,7.92,/scratch/adrion.d/workflow/benzene_trans
GPAMEGNRIKMEKV-BYYHNAKLSA-N,FC(Oc1ccc(n1C)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(n1C)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1ccc(n1C)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(n1C)OC(F)(F)F)(F)F,-5.64,-2.89,2.97,0.69,,-0.1,3.98,3.98,3.71,,0.79,6.34,/scratch/abreha.b/photoswitch_flows/thiophene_trans
GPAMEGNRIKMEKV-DQSJHHFOSA-N,FC(Oc1ccc(n1C)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(n1C)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1ccc(n1C)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(n1C)OC(F)(F)F)(F)F,-5.95,-2.71,2.62,,,,5.42,5.42,5.59,,0.21,6.38,/scratch/mileson.b/thiophene_cis
GPGFUTQRPIRKTC-DQRAZIAOSA-N,c1ccc(cc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccccc1,http://molview.org/?q=c1ccc(cc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccccc1,-5.89,-2.92,2.45,0.77,,0.56,6.77,6.77,5.66,,0.21,6.49,/scratch/mileson.b/thiophene_cis
GPGFUTQRPIRKTC-QURGRASLSA-N,c1ccc(cc1)c1ccc(s1)/N=N/c1ccc(s1)c1ccccc1,http://molview.org/?q=c1ccc(cc1)c1ccc(s1)/N=N/c1ccc(s1)c1ccccc1,-5.9,-2.95,3.1,0.91,,0.07,0.02,0.02,0.0,,0.84,6.57,/scratch/abreha.b/photoswitch_flows/thiophene_trans
GPLISXJFICIEKA-UHFFFAOYSA-N,Oc1ccc(o1)c1cc2c3cc(c4ccc(o4)O)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(o1)O)cc(c5ccc4)c1ccc(o1)O,http://molview.org/?q=Oc1ccc(o1)c1cc2c3cc(c4ccc(o4)O)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(o1)O)cc(c5ccc4)c1ccc(o1)O,-5.12,-2.51,2.78,0.32,-1.47,-0.75,1.27,1.27,1.54,1.79,1.07,5.75,/scratch/abreha.b/dibenzoperylenes
GQGDKYRZXHHXRV-UHFFFAOYSA-N,Sc1ncc([nH]1)c1cc2c3cc(c4cnc([nH]4)S)c4c5c3c(c3c2c2c1cccc2c(c3)c1cnc([nH]1)S)cc(c5ccc4)c1cnc([nH]1)S,http://molview.org/?q=Sc1ncc([nH]1)c1cc2c3cc(c4cnc([nH]4)S)c4c5c3c(c3c2c2c1cccc2c(c3)c1cnc([nH]1)S)cc(c5ccc4)c1cnc([nH]1)S,-5.39,-2.6,2.86,0.53,-1.41,-0.61,2.94,2.94,3.61,1.94,1.14,6.11,/scratch/abreha.b/dibenzoperylenes
GQGORVWASGJMHD-UHFFFAOYSA-N,N#Cc1ccc(nc1)c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1ccc(cn1)C#N)c1ccc(cn1)C#N,http://molview.org/?q=N#Cc1ccc(nc1)c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1ccc(cn1)C#N)c1ccc(cn1)C#N,-5.7,-2.68,2.45,-4.45,,,3.1,3.1,5.1,,,6.63,/scratch/abreha.b/descriptor_project/subpc
GQHIYRAVQDOILO-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ccc([nH]1)[N+](=O)[O-])C#N)c1ccc([nH]1)[N+](=O)[O-],http://molview.org/?q=N#Cc1c(cc(cc1c1ccc([nH]1)[N+](=O)[O-])C#N)c1ccc([nH]1)[N+](=O)[O-],-6.91,-3.52,3.24,-0.41,,-2.62,10.68,10.68,12.32,,2.21,8.48,/scratch/adrion.d/workflow/dicyanobenzene_2_5
GQRCYGIZBXPLRU-FMQUCBEESA-N,O=Cn1c(S)ccc1c1ccc(s1)/N=N/c1ccc(s1)c1ccc(n1C=O)S,http://molview.org/?q=O=Cn1c(S)ccc1c1ccc(s1)/N=N/c1ccc(s1)c1ccc(n1C=O)S,-5.65,-3.03,3.02,0.68,,-0.09,4.04,4.04,2.86,,0.77,6.35,/scratch/abreha.b/photoswitch_flows/thiophene_trans
GQSXUHRCHGRIGH-DQRAZIAOSA-N,c1cnc(nc1)c1ccc(o1)/N=N\c1ccc(o1)c1ncccn1,http://molview.org/?q=c1cnc(nc1)c1ccc(o1)/N=N\c1ccc(o1)c1ncccn1,-6.3,-3.11,2.55,1.4,,,8.87,8.87,9.94,,,0.0,/scratch/adrion.d/workflow/furan_cis
GQSXUHRCHGRIGH-QURGRASLSA-N,c1cnc(nc1)c1ccc(o1)/N=N/c1ccc(o1)c1ncccn1,http://molview.org/?q=c1cnc(nc1)c1ccc(o1)/N=N/c1ccc(o1)c1ncccn1,-6.21,-3.15,2.96,1.25,-1.06,0.35,0.0,0.0,0.0,2.31,0.9,6.86,/scratch/adrion.d/workflow/furan_trans
GQSYPWODQFRQIJ-BYYHNAKLSA-N,FC(c1ncc([nH]1)c1ccc(s1)/N=N/c1ccc(s1)c1cnc([nH]1)C(F)(F)F)(F)F,http://molview.org/?q=FC(c1ncc([nH]1)c1ccc(s1)/N=N/c1ccc(s1)c1cnc([nH]1)C(F)(F)F)(F)F,-5.97,-3.14,2.96,1.04,,,0.0,0.0,0.26,,,6.98,/scratch/abreha.b/photoswitch_flows/thiophene_trans
GQSYPWODQFRQIJ-DQSJHHFOSA-N,FC(c1ncc([nH]1)c1ccc(s1)/N=N\c1ccc(s1)c1cnc([nH]1)C(F)(F)F)(F)F,http://molview.org/?q=FC(c1ncc([nH]1)c1ccc(s1)/N=N\c1ccc(s1)c1cnc([nH]1)C(F)(F)F)(F)F,-6.0,-3.07,2.44,0.94,,0.75,2.7,2.7,2.99,,0.19,6.96,/scratch/mileson.b/thiophene_cis
GQXSXSSQCAKYSM-ISLYRVAYSA-N,Oc1cnc(o1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(o1)O,http://molview.org/?q=Oc1cnc(o1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(o1)O,-5.75,-3.06,2.71,0.84,-1.18,0.11,6.04,6.04,5.21,2.02,0.73,6.48,/scratch/adrion.d/workflow/furan_trans
GRMRSBIDWAEKQI-UHFFFAOYSA-N,[O-][N+](=O)c1cnc(nc1)c1cc2c3cc(c4ncc(cn4)[N+](=O)[O-])c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(cn1)[N+](=O)[O-])cc(c5ccc4)c1ncc(cn1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1cnc(nc1)c1cc2c3cc(c4ncc(cn4)[N+](=O)[O-])c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(cn1)[N+](=O)[O-])cc(c5ccc4)c1ncc(cn1)[N+](=O)[O-],-5.85,-3.59,2.78,1.02,-0.55,0.03,0.74,0.74,1.0,1.57,0.99,6.94,/scratch/abreha.b/dibenzoperylenes
GRPOZYMVAJOGAE-UHFFFAOYSA-N,FC(C#Cc1cc2c3cc(C#CC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)C#CC(F)(F)F)cc(c5ccc4)C#CC(F)(F)F)(F)F,http://molview.org/?q=FC(C#Cc1cc2c3cc(C#CC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)C#CC(F)(F)F)cc(c5ccc4)C#CC(F)(F)F)(F)F,-5.99,-3.28,2.77,-4.11,-6.06,-5.2,0.0,0.0,,1.95,1.09,7.19,/scratch/abreha.b/dibenzoperylenes
GRRNMHDOLHOUEF-FMQUCBEESA-N,CC1=CC=C(S1(=O)=O)c1ccc(s1)/N=N/c1ccc(s1)C1=CC=C(S1(=O)=O)C,http://molview.org/?q=CC1=CC=C(S1(=O)=O)c1ccc(s1)/N=N/c1ccc(s1)C1=CC=C(S1(=O)=O)C,-6.12,-3.55,2.88,1.16,,,0.0,0.0,0.0,,,6.85,/scratch/abreha.b/photoswitch_flows/thiophene_trans
GRRNMHDOLHOUEF-VXPUYCOJSA-N,CC1=CC=C(S1(=O)=O)c1ccc(s1)/N=N\c1ccc(s1)C1=CC=C(S1(=O)=O)C,http://molview.org/?q=CC1=CC=C(S1(=O)=O)c1ccc(s1)/N=N\c1ccc(s1)C1=CC=C(S1(=O)=O)C,-6.08,-3.45,2.39,1.03,,1.09,2.27,2.27,0.1,,-0.06,6.75,/scratch/mileson.b/thiophene_cis
GRWWYJNTYARHHH-UHFFFAOYSA-N,FC(c1cnc(s1)c1cc2c3cc(c4ncc(s4)C(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(s1)C(F)(F)F)cc(c5ccc4)c1ncc(s1)C(F)(F)F)(F)F,http://molview.org/?q=FC(c1cnc(s1)c1cc2c3cc(c4ncc(s4)C(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(s1)C(F)(F)F)cc(c5ccc4)c1ncc(s1)C(F)(F)F)(F)F,-5.81,-3.07,3.0,0.99,-0.89,,0.6,0.6,0.53,1.88,,6.81,/scratch/abreha.b/dibenzoperylenes
GSDGRRWFJMTHGJ-DQRAZIAOSA-N,Oc1ccc(s1)c1ccc(cc1)/N=N\c1ccc(cc1)c1ccc(s1)O,http://molview.org/?q=Oc1ccc(s1)c1ccc(cc1)/N=N\c1ccc(cc1)c1ccc(s1)O,-5.73,-2.44,2.65,0.8,,,5.96,5.96,4.71,,,6.38,/scratch/abreha.b/photoswitch_flows/benzene_cis
GSXKGRMNEHRZHD-UNBGJDTASA-N,S/N=C/c1ccc2c(c1)c1cc3c4ccc(cc4c4n3[B@@-]3(n1c2cc1-c2cc(/C=N/S)ccc2-c([n+]31)c4)Cl)/C=N/S,http://molview.org/?q=S/N=C/c1ccc2c(c1)c1cc3c4ccc(cc4c4n3[B@@-]3(n1c2cc1-c2cc(/C=N/S)ccc2-c([n+]31)c4)Cl)/C=N/S,-5.72,-2.63,2.48,0.88,,,6.26,6.26,6.7,,,6.52,/scratch/abreha.b/descriptor_project/subpc
GSYCBINEZRLFOL-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1[nH]cc(c1)O)c1[nH]cc(c1)O,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1[nH]cc(c1)O)c1[nH]cc(c1)O,-5.89,-3.06,1.99,1.03,-1.12,-0.63,4.6,4.6,10.16,2.15,1.66,6.85,/scratch/adrion.d/workflow/anthracene
GSYMHWKULSIHAR-UHFFFAOYSA-N,Cl/N=C\[C@]1(Cl)N=N1,http://molview.org/?q=Cl/N=C\[C@]1(Cl)N=N1,-8.1,-2.76,3.39,3.16,-0.2,,2.68,2.68,4.88,3.36,,9.73,/scratch/abreha.b/diazirines
GTDRZOSVSKXEGR-UHFFFAOYSA-N,FC1=CC=C(S1(=O)=O)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(S1(=O)=O)F,http://molview.org/?q=FC1=CC=C(S1(=O)=O)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(S1(=O)=O)F,-5.62,-2.96,1.51,0.79,-0.98,,2.96,2.96,1.99,1.77,,6.62,/scratch/abreha.b/dibenzoperylenes_2sub
GTOKMJVJONOWOK-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ncc(s1)C)c1ncc(s1)C,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ncc(s1)C)c1ncc(s1)C,-6.68,-3.24,2.45,1.99,-0.69,,3.18,3.18,7.01,2.68,,7.54,/scratch/adrion.d/workflow/anthracene
GTXFVWXIZLJDNS-UHFFFAOYSA-N,[O-][N+](=O)c1csc(n1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1scc(n1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1csc(n1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1scc(n1)[N+](=O)[O-],-5.65,-2.9,1.5,0.82,,0.57,14.63,14.63,16.38,,0.25,6.64,/scratch/abreha.b/dibenzoperylenes_2sub
GUAZFJWBAQFCFA-MVJHLKBCSA-N,FC(Oc1cc([nH]c1)c1ccc(cc1)/N=N\c1ccc(cc1)c1[nH]cc(c1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1cc([nH]c1)c1ccc(cc1)/N=N\c1ccc(cc1)c1[nH]cc(c1)OC(F)(F)F)(F)F,-5.94,-2.45,2.69,0.99,,,6.98,6.98,6.86,,,6.83,/scratch/abreha.b/photoswitch_flows/benzene_cis
GUJPGAWZNHBKGA-VCFJNTAESA-N,[O-][N+](=O)/C=C\c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1/C=C/[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)/C=C\c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1/C=C/[N+](=O)[O-],-5.75,-3.39,1.46,0.9,-0.73,-0.1,8.88,8.88,11.2,1.63,1.0,0.08,/scratch/abreha.b/dibenzoperylenes_2sub
GUPDNHRKPLXXFK-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(nc1)[C@@]1(N=N1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1ccc(nc1)[C@@]1(N=N1)[N+](=O)[O-],-8.44,-3.35,3.87,3.44,-0.29,,1.73,1.73,,3.73,,10.05,/scratch/abreha.b/diazirines
GVFYPBOGKUTCEJ-NURZGURASA-N,Cl/C=C/O/C=C\c1ccc(s1)/N=N\c1ccc(s1)/C=C\O/C=C/Cl,http://molview.org/?q=Cl/C=C/O/C=C\c1ccc(s1)/N=N\c1ccc(s1)/C=C\O/C=C/Cl,-6.09,-2.81,1.64,0.65,,0.6,6.9,6.9,6.27,,0.05,6.41,/scratch/agarwal.sni/1-1
GVGMJWVXCUIMEY-BYYHNAKLSA-N,FC(Oc1ncc([nH]1)c1ccc(o1)/N=N/c1ccc(o1)c1cnc([nH]1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1ncc([nH]1)c1ccc(o1)/N=N/c1ccc(o1)c1cnc([nH]1)OC(F)(F)F)(F)F,-5.69,-2.86,2.73,0.81,-1.33,-0.01,0.01,0.01,0.0,2.14,0.82,6.6,/scratch/adrion.d/workflow/furan_trans
GVVDRAQKLSEOPK-FMQUCBEESA-N,O=Cn1c(ccc1[N+](=O)[O-])c1ccc(o1)/N=N/c1ccc(o1)c1ccc(n1C=O)[N+](=O)[O-],http://molview.org/?q=O=Cn1c(ccc1[N+](=O)[O-])c1ccc(o1)/N=N/c1ccc(o1)c1ccc(n1C=O)[N+](=O)[O-],-6.24,-3.66,2.85,1.28,-0.66,0.62,11.19,11.19,11.26,1.94,0.66,7.23,/scratch/adrion.d/workflow/furan_trans
GVVUIQWXEWFLHB-DQRAZIAOSA-N,COc1cnc(o1)c1ccc([nH]1)/N=N\c1ccc([nH]1)c1ncc(o1)OC,http://molview.org/?q=COc1cnc(o1)c1ccc([nH]1)/N=N\c1ccc([nH]1)c1ncc(o1)OC,-5.47,-2.58,2.72,-0.01,,-0.35,9.82,9.82,7.89,,0.34,5.41,/scratch/abreha.b/photoswitch_flows/pyrrole_cis
GVVXXTADRCHNIK-FOCLMDBBSA-N,FC#Cc1ccc(o1)/N=N/c1ccc(o1)C#CF,http://molview.org/?q=FC#Cc1ccc(o1)/N=N/c1ccc(o1)C#CF,-6.1,-3.01,3.06,1.17,,0.32,3.34,3.34,3.05,,0.85,7.09,/scratch/adrion.d/workflow/furan_trans
GWBJMQDLEXTALJ-UHFFFAOYSA-N,Sc1ccc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc([nH]1)S,http://molview.org/?q=Sc1ccc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc([nH]1)S,-5.31,-2.44,1.5,,,,4.22,4.22,3.84,1.99,1.2,,/scratch/abreha.b/dibenzoperylenes_2sub
GWESHPBEXINFMB-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=C(C1)F)C1=CC=C(C1)F,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=C(C1)F)C1=CC=C(C1)F,-6.09,-3.06,1.89,,,,0.56,0.56,4.8,2.31,1.78,7.15,/scratch/adrion.d/workflow/anthracene
GWIXNQMPRMEINC-UHFFFAOYSA-N,FC(Oc1csc(n1)c1cc2c3cc(c4scc(n4)OC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1scc(n1)OC(F)(F)F)cc(c5ccc4)c1scc(n1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1csc(n1)c1cc2c3cc(c4scc(n4)OC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1scc(n1)OC(F)(F)F)cc(c5ccc4)c1scc(n1)OC(F)(F)F)(F)F,-5.72,-2.99,2.97,-4.22,-6.1,-4.47,10.36,10.36,7.81,1.88,0.25,0.09,/scratch/abreha.b/dibenzoperylenes
GWRHHXVEARIYKY-UHFFFAOYSA-N,N#CC#Cc1cc2c3cc(C#CC#N)c4c5c3c(c3c2c2c1cccc2c(c3)C#CC#N)cc(c5ccc4)C#CC#N,http://molview.org/?q=N#CC#Cc1cc2c3cc(C#CC#N)c4c5c3c(c3c2c2c1cccc2c(c3)C#CC#N)cc(c5ccc4)C#CC#N,-6.09,-3.54,2.66,1.25,,,0.0,0.0,0.0,,,7.41,/scratch/abreha.b/dibenzoperylenes
GXLPSLWMEHRPAU-FMQUCBEESA-N,Clc1coc(n1)c1ccc(s1)/N=N/c1ccc(s1)c1occ(n1)Cl,http://molview.org/?q=Clc1coc(n1)c1ccc(s1)/N=N/c1ccc(s1)c1occ(n1)Cl,-6.23,-3.36,2.91,1.27,,0.43,5.38,5.38,5.35,,0.84,7.06,/scratch/abreha.b/photoswitch_flows/thiophene_trans
GXLPSLWMEHRPAU-VXPUYCOJSA-N,Clc1coc(n1)c1ccc(s1)/N=N\c1ccc(s1)c1occ(n1)Cl,http://molview.org/?q=Clc1coc(n1)c1ccc(s1)/N=N\c1ccc(s1)c1occ(n1)Cl,-6.19,-3.25,2.37,1.16,,0.96,5.53,5.53,5.73,,0.2,7.0,/scratch/mileson.b/thiophene_cis
GYKAGIQHHIDDOW-UHFFFAOYSA-N,FC(Oc1cc([nH]c1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1[nH]cc(c1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1cc([nH]c1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1[nH]cc(c1)OC(F)(F)F)(F)F,-6.36,-3.13,2.23,-4.17,-6.42,,4.56,4.56,4.24,2.25,,7.41,/scratch/adrion.d/workflow/anthracene
GYSCVFSEIABAAS-IAZLARGGSA-N,F/C=C/O/C=C\c1cc2c3cc(/C=C\O/C=C/F)c4c5c3c(c3c2c2c1cccc2c(c3)/C=C\O/C=C\F)cc(c5ccc4)/C=C\O/C=C/F,http://molview.org/?q=F/C=C/O/C=C\c1cc2c3cc(/C=C\O/C=C/F)c4c5c3c(c3c2c2c1cccc2c(c3)/C=C\O/C=C\F)cc(c5ccc4)/C=C\O/C=C/F,-5.22,-2.51,2.85,0.34,-1.55,0.12,5.35,5.35,5.2,1.89,0.22,5.85,/scratch/abreha.b/dibenzoperylenes
GZJJJOPTJVVSJD-DQRAZIAOSA-N,c1csc(n1)c1ccc(cc1)/N=N\c1ccc(cc1)c1nccs1,http://molview.org/?q=c1csc(n1)c1ccc(cc1)/N=N\c1ccc(cc1)c1nccs1,-6.31,-2.66,2.64,1.33,,0.8,4.02,4.02,2.24,,0.53,6.98,/scratch/abreha.b/photoswitch_flows/benzene_cis
